source_doc_id,publisher,source_grade,accepted_for_final,document_type,source_url,attachment_url,file_name,mime_type,publication_date,coverage_scope,covered_city_count,covered_year_count,covered_core_value_count,covered_cities,covered_years,covered_fields,coverage_status,note
SRC-A2-QINGHAI-CITY-FISCAL-2024-HAINAN,海南州财政机构,A2,true,市州财政预算执行指标,https://www.hainanzhou.gov.cn/upload/main/infopublicity/publicinformation/file/2025/02/20/202502200957559028.pdf,https://www.hainanzhou.gov.cn/upload/main/infopublicity/publicinformation/file/2025/02/20/202502200957559028.pdf,qinghai_2024_city_fiscal_execution_excerpt.txt,text/html,2025-02-20,city_year,1,1,2,CN-632500,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-QINGHAI-CITY-FISCAL-2024-HAIXI,海西州财政机构,A2,true,市州财政预算执行指标,https://www.hxrd.gov.cn/zyfb/hk/202503/P020250325348773952251.pdf,https://www.hxrd.gov.cn/zyfb/hk/202503/P020250325348773952251.pdf,qinghai_2024_city_fiscal_execution_excerpt.txt,text/html,2025-03-25,city_year,1,1,2,CN-632800,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-TIBET-CITY-FISCAL-2024-RIKAZE,西藏自治区及日喀则市财政机构,A2,true,市州财政预算执行指标,https://www.xizang.gov.cn/xwzx_406/dsdt/202502/t20250223_464421.html,https://www.xizang.gov.cn/xwzx_406/dsdt/202502/t20250223_464421.html,tibet_2024_city_fiscal_execution_excerpt.txt,text/html,2025-02-23,city_year,1,1,2,CN-540200,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-TIBET-CITY-FISCAL-2024-CHANGDU,昌都市财政机构,A2,true,市州财政预算执行指标,https://tjj.changdu.gov.cn/cdstjj/c102498/202510/f9856a3a25e040769f4ea50cf0736f3b.shtml,https://tjj.changdu.gov.cn/cdstjj/c102498/202510/f9856a3a25e040769f4ea50cf0736f3b.shtml,tibet_2024_city_fiscal_execution_excerpt.txt,text/html,2025-10-01,city_year,1,1,2,CN-540300,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-TIBET-CITY-FISCAL-2024-ALI,阿里地区财政局,A2,true,市州财政预算执行指标,https://cz.al.gov.cn/info/2593/25022.htm,https://cz.al.gov.cn/info/2593/25022.htm,tibet_2024_city_fiscal_execution_excerpt.txt,text/html,2025-03-31,city_year,1,1,2,CN-542500,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-NINGXIA-CITY-FISCAL-2024-SHIZUISHAN,石嘴山市财政局,A2,true,市州财政预算执行指标,https://www.shizuishan.gov.cn/zwgk/bmxxgk/szssczj_61147/debferdf3763876/mwtzkhfg02583/js/202509/t20250918_5026607.html,https://www.shizuishan.gov.cn/zwgk/bmxxgk/szssczj_61147/debferdf3763876/mwtzkhfg02583/js/202509/t20250918_5026607.html,ningxia_2024_city_fiscal_execution_excerpt.txt,text/html,2025-09-18,city_year,1,1,2,CN-640200,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-NINGXIA-CITY-FISCAL-2024-ZHONGWEI,中卫市统计局及财政机构,A2,true,市州财政预算执行指标,https://www.nxzw.gov.cn/zwgk/bmxxgkml/stjj/fdzdgknr_50012/tjxx_50028/202501/t20250124_4805428.html,https://www.nxzw.gov.cn/zwgk/bmxxgkml/stjj/fdzdgknr_50012/tjxx_50028/202501/t20250124_4805428.html,ningxia_2024_city_fiscal_execution_excerpt.txt,text/html,2025-01-24,city_year,1,1,2,CN-640500,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-XINJIANG-KASHGAR-MACRO-FISCAL-2024,喀什地区行政公署统计局、新疆维吾尔自治区财政厅,A2,true,地区统计公报与财政执行指标,https://www.kashi.gov.cn/ksdqxzgs/c112198/202501/1a56e17d3c814d7799cd1b0555f3196b.shtml,https://www.kashi.gov.cn/ksdqxzgs/c112198/202501/1a56e17d3c814d7799cd1b0555f3196b.shtml,xinjiang_2024_city_macro_fiscal_excerpt.txt,text/html,2025-02-28,city_year,1,1,4,CN-653100,2024,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-HEBEI-CITY-FISCAL-2024-TANGSHAN,河北省统计局及各市财政机构,A1,true,省级统计年鉴分市财政表,https://www.tangshan.gov.cn/,https://www.tangshan.gov.cn/,hebei_2024_city_fiscal_yearbook_excerpt.txt,application/pdf,2025-12-31,city_year,1,1,2,CN-130200,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-HEBEI-CITY-FISCAL-2024-ZHANGJIAKOU,河北省统计局及各市财政机构,B2,true,省级统计年鉴分市财政表,https://www.tjnjdata.com/newsview.aspx?newsid=20250604104618,https://www.tjnjdata.com/newsview.aspx?newsid=20250604104618,hebei_2024_city_fiscal_yearbook_excerpt.txt,text/html,2025-12-31,city_year,1,1,2,CN-130700,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-HEBEI-CITY-FISCAL-2024-LANGFANG,河北省统计局及各市财政机构,A2,true,省级统计年鉴分市财政表,https://www.langfang.gov.cn/,https://www.langfang.gov.cn/,hebei_2024_city_fiscal_yearbook_excerpt.txt,application/pdf,2025-12-31,city_year,1,1,2,CN-131000,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-SINA-300-CITIES-2025-QINHUANGDAO-REVENUE,财通证券研究所（新浪财经公开转载）,B2,true,研究机构城市财政精确图表,https://finance.sina.com.cn/wm/2026-04-03/doc-inhteimp9034920.shtml,https://n.sinaimg.cn/spider20260403/639/w993h1246/20260403/ecc4-e0436f0d302f24c785a8154430c5ac1d.png,sina_300_city_2025_revenue_excerpt.txt,image/png,2026-04-03,city_year,1,1,1,CN-130300,2025,general_public_revenue_100m,accepted,B2精确图表值；原图图6逐行列示秦皇岛市2025年一般预算收入174.70亿元，图表口径为全市，单位亿元；不使用图表增速或其他财政口径替代目标字段。
SRC-B2-SINA-300-CITIES-2025-XINGTAI-REVENUE,财通证券研究所（新浪财经公开转载）,B2,true,研究机构城市财政精确图表,https://finance.sina.com.cn/wm/2026-04-03/doc-inhteimp9034920.shtml,https://n.sinaimg.cn/spider20260403/639/w993h1246/20260403/ecc4-e0436f0d302f24c785a8154430c5ac1d.png,sina_300_city_2025_revenue_excerpt.txt,image/png,2026-04-03,unclassified,0,0,0,,,,registered_no_selected_value,B2精确图表值；原图图6逐行列示邢台市2025年一般预算收入185.14亿元，图表口径为全市，单位亿元；不使用图表增速或其他财政口径替代目标字段。
SRC-A2-XINGTAI-CITY-FISCAL-2025,邢台市财政局,A2,true,城市财政预算执行报告（官方PDF）,http://www.xingtai.gov.cn/zwgk/czyjszl/zfys/202602/t20260213_729118.html,http://www.xingtai.gov.cn/zwgk/czyjszl/zfys/202602/P020260213527706990202.pdf,xingtai_2025_budget_execution.pdf,application/pdf,2026-02-13,city_year,1,1,3,CN-130500,2025,general_public_expenditure_100m;general_public_revenue_100m;gov_fund_revenue_100m,accepted,A2邢台市财政局官方预算执行报告，明确全市口径；采用2025年国库快报执行数一般公共预算收入220.9亿元、支出701.9亿元、政府性基金预算收入120.2亿元。报告说明上述数据在完成财政决算审查汇总及与省财政结算批复后还会变化，保留execution状态；不使用市本级41.1/147.2亿元及开发区、高新区分项。
SRC-A2-XIONGAN-CITY-FISCAL-2024,雄安新区财政局,A2,true,新区财政决算公开报表,https://www.xiongan.gov.cn/20250815/55ee154e81654d3bbc6989f33626347f/c.html,https://www.xiongan.gov.cn/20250815/55ee154e81654d3bbc6989f33626347f/c.html,xiongan_2024_city_fiscal_final_excerpt.txt,application/pdf,2025-08-15,city_year,1,1,2,CN-133100,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,A2雄安新区财政局官方决算附件；原表单位为万元，采用全区一般公共预算收入355827万元、支出4989790万元，折算为亿元；不使用区本级分项。
SRC-A2-XIONGAN-CITY-FISCAL-2025,雄安新区财政局,A2,true,新区财政决算公开报表,https://www.xiongan.gov.cn/20260810/bb65ff29eff342a58bc2218d3cf02000/c.html,https://www.xiongan.gov.cn/20260810/bb65ff29eff342a58bc2218d3cf02000/c.html,xiongan_2025_city_fiscal_final_excerpt.txt,application/pdf,2026-08-10,city_year,1,1,2,CN-133100,2025,general_public_expenditure_100m;general_public_revenue_100m,accepted,A2雄安新区财政局官方决算附件；原表单位为万元，采用全区一般公共预算收入470849万元、支出4751997万元，折算为亿元；不使用区本级分项。
SRC-A2-PANJIN-CITY-FISCAL-2024,盘锦市财政局,A2,true,市级财政预算执行信息,https://czj.panjin.gov.cn/2025_01/08_10/content-508554.html,https://czj.panjin.gov.cn/2025_01/08_10/content-508554.html,panjin_2024_city_fiscal_execution_excerpt.txt,text/html,2025-01-08,city_year,1,1,1,CN-211100,2024,general_public_expenditure_100m,accepted,A2盘锦市财政局官方页面；采用全市一般公共预算支出210.80亿元，明确标记为执行快报数，不冒充正式决算。
SRC-B2-DAXINGANLING-CITY-MACRO-2023,大兴安岭地区统计局公报精确转载,B2,true,地区统计公报经济指标精确转载,https://tjgb.hongheiku.com/xjtjgb/xj2020/52904.html,https://tjgb.hongheiku.com/xjtjgb/xj2020/52904.html,daxinganling_2023_city_macro_excerpt.txt,text/html,2024-05-29,city_year,1,1,1,CN-232700,2023,gdp_real_growth_pct,accepted,B2精确转载；原公报来源为大兴安岭地区统计局，明确全区行政范围和按不变价格计算的实际增速-0.4%。
SRC-A2-SHAANXI-CITY-EXPENDITURE-2024-BAOJI,宝鸡市财政局,A2,true,市级预算执行报告/预算公开表,https://www.baoji.gov.cn/col9816/col9818/col9845/col9847/202503/P020250306619675671760.pdf,https://www.baoji.gov.cn/col9816/col9818/col9845/col9847/202503/P020250306619675671760.pdf,shaanxi_2024_city_expenditure_execution_excerpt.txt,application/pdf,2025-03-06,city_year,1,1,1,CN-610300,2024,general_public_expenditure_100m,accepted,A2市级官方预算执行材料；采用全市合计执行数，原始单位万元，统一换算为亿元，不使用市本级、区县或预算数。
SRC-A2-SHAANXI-CITY-EXPENDITURE-2024-YULIN,榆林市财政局/榆林市人民政府,A2,true,市级预算执行报告/预算公开表,https://www.yl.gov.cn/zwgk/fdzdgknr/czxx/czyjs/szfczys/202505/P020250703576007878613.pdf,https://www.yl.gov.cn/zwgk/fdzdgknr/czxx/czyjs/szfczys/202505/P020250703576007878613.pdf,shaanxi_2024_city_expenditure_execution_excerpt.txt,application/pdf,2025-05-01,city_year,1,1,1,CN-610800,2024,general_public_expenditure_100m,accepted,A2市级官方预算执行材料；采用全市合计执行数，原始单位万元，统一换算为亿元，不使用市本级、区县或预算数。
SRC-A2-SHAANXI-CITY-EXPENDITURE-2024-ANKANG,安康市人民政府,A2,true,市级预算执行报告/预算公开表,https://www.ankang.gov.cn/Content-2792684.html,https://www.ankang.gov.cn/Content-2792684.html,shaanxi_2024_city_expenditure_execution_excerpt.txt,text/html,2025-02-01,city_year,1,1,1,CN-610900,2024,general_public_expenditure_100m,accepted,A2市级官方预算执行材料；采用全市合计执行数，原始单位万元，统一换算为亿元，不使用市本级、区县或预算数。
SRC-A2-SHAANXI-CITY-EXPENDITURE-2024-SHANGLUO,商洛市人民政府/商洛市人大,A2,true,市级预算执行报告/预算公开表,https://www.shangluo.gov.cn/__local/3/A7/CC/24A02E3BAE184552717016E42D1_D7E34652_ABC635.pdf,https://www.shangluo.gov.cn/__local/3/A7/CC/24A02E3BAE184552717016E42D1_D7E34652_ABC635.pdf,shaanxi_2024_city_expenditure_execution_excerpt.txt,application/pdf,2025-02-27,city_year,1,1,1,CN-611000,2024,general_public_expenditure_100m,accepted,A2市级官方预算执行材料；采用全市合计执行数，原始单位万元，统一换算为亿元，不使用市本级、区县或预算数。
SRC-A2-LIAONING-CITY-MACRO-FISCAL-2025-ANSHAN,鞍山市统计局及财政机构,A2,true,市级统计公报经济财政指标,https://files.anshan.gov.cn/files/ueditor/ASSZF/jsp/upload/file/20260427/1777260752986075086.pdf,https://files.anshan.gov.cn/files/ueditor/ASSZF/jsp/upload/file/20260427/1777260752986075086.pdf,liaoning_2025_city_macro_fiscal_excerpt.txt,application/pdf,2026-04-27,city_year,1,1,4,CN-210300,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-LIAONING-CITY-MACRO-FISCAL-2025-TIELING,铁岭市统计局及财政机构,A2,true,市级统计公报经济财政指标,https://www.tieling.gov.cn/tieling/zwgk/zfxxgk/fdzdgknr/tjxx/tjgb/2026062409224288595/2026062409162032131.pdf,https://www.tieling.gov.cn/tieling/zwgk/zfxxgk/fdzdgknr/tjxx/tjgb/2026062409224288595/2026062409162032131.pdf,liaoning_2025_city_macro_fiscal_excerpt.txt,application/pdf,2026-06-24,city_year,1,1,4,CN-211200,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-LIAONING-CITY-MACRO-FISCAL-2025-FUSHUN,抚顺市统计局,A2,true,市级统计公报经济财政指标,https://fstjj.fushun.gov.cn/tjgb/011001/20260614/9aef58bd-f5b4-44d7-b1a9-e856b28d0d22.html,https://fstjj.fushun.gov.cn/tjgb/011001/20260614/9aef58bd-f5b4-44d7-b1a9-e856b28d0d22.html,liaoning_2025_city_macro_fiscal_excerpt.txt,application/pdf,2026-06-14,city_year,1,1,2,CN-210400,2025,gdp_current_100m;gdp_real_growth_pct,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-LIAONING-CITY-MACRO-FISCAL-2025-FUXIN,阜新市统计局,A2,true,市级统计公报经济财政指标,https://www.fuxin.gov.cn/khcs/file/2026-06-08/17808844916944028e4929d435946952019ea4fccdae221e.pdf,https://www.fuxin.gov.cn/khcs/file/2026-06-08/17808844916944028e4929d435946952019ea4fccdae221e.pdf,liaoning_2025_city_macro_fiscal_excerpt.txt,application/pdf,2026-06-08,city_year,1,1,2,CN-210900,2025,gdp_current_100m;gdp_real_growth_pct,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-NORTHEAST-CITY-MACRO-FISCAL-2025-YICHUN,伊春市统计局公报公开转载,B2,true,统计公报经济财政指标精确转载,https://www.sohu.com/a/1015845040_121106822,https://www.sohu.com/a/1015845040_121106822,northeast_2025_city_macro_excerpt.txt,text/html,2026-06-30,city_year,1,1,4,CN-230700,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-NORTHEAST-CITY-MACRO-FISCAL-2025-HULUNBUIR,呼伦贝尔市统计局公报公开转载,B2,true,统计公报经济财政指标精确转载,https://www.sohu.com/a/1011197793_121106854,https://www.sohu.com/a/1011197793_121106854,northeast_2025_city_macro_excerpt.txt,text/html,2026-06-30,city_year,1,1,4,CN-150700,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-REGIONAL-CITY-MACRO-FISCAL-2025-WUWEI,武威市统计公报公开转载,B2,true,城市统计公报与财政执行指标,https://tjgb.hongheiku.com/xjtjgb/xj2020/73126.html,https://tjgb.hongheiku.com/xjtjgb/xj2020/73126.html,west_east_2025_city_macro_excerpt.txt,application/pdf,2026-06-30,city_year,1,1,4,CN-620600,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-REGIONAL-CITY-MACRO-FISCAL-2025-QINGYANG,庆阳市人民政府,A2,true,城市统计公报与财政执行指标,https://zgqingyang.gov.cn/sq/qygk/jjfz/content_345176,https://zgqingyang.gov.cn/sq/qygk/jjfz/content_345176,west_east_2025_city_macro_excerpt.txt,text/html,2026-06-30,city_year,1,1,4,CN-621000,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-REGIONAL-CITY-MACRO-FISCAL-2025-DONGYING,东营市统计局公报公开转载,B2,true,城市统计公报与财政执行指标,https://tjgb.hongheiku.com/wp-content/uploads/2026/03/1774957971-2025%E5%B9%B4%E4%B8%9C%E8%90%A5%E5%B8%82%E5%9B%BD%E6%B0%91%E7%BB%8F%E6%B5%8E%E5%92%8C%E7%A4%BE%E4%BC%9A%E5%8F%91%E5%B1%95%E7%BB%9F%E8%AE%A1%E5%85%AC%E6%8A%A5.pdf,https://tjgb.hongheiku.com/wp-content/uploads/2026/03/1774957971-2025%E5%B9%B4%E4%B8%9C%E8%90%A5%E5%B8%82%E5%9B%BD%E6%B0%91%E7%BB%8F%E6%B5%8E%E5%92%8C%E7%A4%BE%E4%BC%9A%E5%8F%91%E5%B1%95%E7%BB%9F%E8%AE%A1%E5%85%AC%E6%8A%A5.pdf,west_east_2025_city_macro_excerpt.txt,application/pdf,2026-03-31,city_year,1,1,4,CN-370500,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-REGIONAL-CITY-MACRO-FISCAL-2025-PUTIAN,莆田市统计局、莆田市财政局,A2,true,城市统计公报与财政执行指标,https://gxt.fujian.gov.cn/zwgk/xw/hydt/snhydt/202602/t20260202_7088011.htm,https://gxt.fujian.gov.cn/zwgk/xw/hydt/snhydt/202602/t20260202_7088011.htm,west_east_2025_city_macro_excerpt.txt,text/html,2026-02-02,city_year,1,1,4,CN-350300,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-REGIONAL-CITY-MACRO-FISCAL-2025-HUANGSHI,黄石市统计局及财政机构,A2,true,城市统计公报与财政执行指标,https://tjj.hubei.gov.cn/tjsj/tjgb/ndtjgb/sztjgb/202605/P020260508378014873011.pdf,https://tjj.hubei.gov.cn/tjsj/tjgb/ndtjgb/sztjgb/202605/P020260508378014873011.pdf,west_east_2025_city_macro_excerpt.txt,application/pdf,2026-05-08,city_year,1,1,2,CN-420200,2025,gdp_current_100m;gdp_real_growth_pct,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-REGIONAL-CITY-MACRO-FISCAL-2025-CHUZHOU,滁州市统计公报公开转载,B2,true,城市统计公报与财政执行指标,https://tjgb.hongheiku.com/xjtjgb/xj2020/75890.html,https://tjgb.hongheiku.com/xjtjgb/xj2020/75890.html,west_east_2025_city_macro_excerpt.txt,text/html,2026-03-31,city_year,1,1,1,CN-341100,2025,general_public_expenditure_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-SICHUAN-CITY-MACRO-FISCAL-2025-MIANYANG,绵阳市统计局公报公开转载,B2,true,城市统计公报与财政执行指标,https://finance.sina.cn/2026-01-26/detail-inhirukr8172783.d.html,https://finance.sina.cn/2026-01-26/detail-inhirukr8172783.d.html,sichuan_2025_city_macro_excerpt.txt,text/html,2026-01-26,city_year,1,1,2,CN-510700,2025,gdp_real_growth_pct;general_public_expenditure_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-SICHUAN-CITY-MACRO-FISCAL-2025-YIBIN,宜宾市统计公报公开转载,B2,true,城市统计公报与财政执行指标,https://tjgb.hongheiku.com/wp-content/uploads/2026/04/1777382043-P020260416429904378257.pdf,https://tjgb.hongheiku.com/wp-content/uploads/2026/04/1777382043-P020260416429904378257.pdf,sichuan_2025_city_macro_excerpt.txt,application/pdf,2026-04-16,city_year,1,1,2,CN-511500,2025,gdp_real_growth_pct;general_public_expenditure_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-SICHUAN-CITY-MACRO-FISCAL-2025-DAZHOU,达州市统计局及财政机构,A2,true,城市统计公报与财政执行指标,https://www.dazhou.gov.cn/news-show-243973.html,https://www.dazhou.gov.cn/news-show-243973.html,sichuan_2025_city_macro_excerpt.txt,text/html,2026-03-18,city_year,1,1,2,CN-511700,2025,gdp_real_growth_pct;general_public_expenditure_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-SICHUAN-CITY-MACRO-FISCAL-2025-BAZHONG,巴中市统计公报公开转载,B2,true,城市统计公报与财政执行指标,https://www.sohu.com/a/1013721791_121106884,https://www.sohu.com/a/1013721791_121106884,sichuan_2025_city_macro_excerpt.txt,text/html,2026-06-30,city_year,1,1,2,CN-511900,2025,gdp_real_growth_pct;general_public_expenditure_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-SICHUAN-CITY-MACRO-FISCAL-2025-ZIYANG,资阳市统计公报公开转载,B2,true,城市统计公报与财政执行指标,https://www.crei.cn/file/br.aspx?id=20260509144255&op=zc&x=0,https://www.crei.cn/file/br.aspx?id=20260509144255&op=zc&x=0,sichuan_2025_city_macro_excerpt.txt,text/html,2026-05-09,city_year,1,1,1,CN-512000,2025,gdp_real_growth_pct,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-DIQING-CITY-MACRO-2025,迪庆藏族自治州人民政府,A2,true,市级统计公报经济指标,https://diqing.gov.cn/zfxxgk_dqzzf/fdzdgknr/jjhshfztj/202605/20260526_241156.html,https://diqing.gov.cn/zfxxgk_dqzzf/fdzdgknr/jjhshfztj/202605/20260526_241156.html,diqing_2025_statistical_bulletin_excerpt.txt,text/html,2026-05-26,city_year,1,1,2,CN-533400,2025,gdp_current_100m;gdp_real_growth_pct,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-LIJIANG-CITY-MACRO-2025,丽江市统计局公报公开转载,B2,true,市级统计公报经济指标精确转载,https://www.sohu.com/a/978959361_121106902,https://www.sohu.com/a/978959361_121106902,lijiang_2025_statistical_bulletin_excerpt.txt,text/html,2026-02-01,city_year,1,1,2,CN-530700,2025,gdp_current_100m;gdp_real_growth_pct,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-BAOJI-CITY-FISCAL-2025,宝鸡市财政局,A2,true,市级财政预算执行报告,https://www.baoji.gov.cn/col9816/col9817/col9845/col9847/202606/t20260618_1278739.html,https://www.baoji.gov.cn/col9816/col9817/col9845/col9847/202606/t20260618_1278739.html,baoji_2025_city_fiscal_execution_excerpt.txt,application/pdf,2026-06-18,city_year,1,1,2,CN-610300,2025,general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-GUIZHOU-CITY-MACRO-FISCAL-2025-LIUPANSHUI,六盘水市统计局公报公开转载,B2,true,市级统计公报经济财政指标精确转载,https://tjgb.hongheiku.com/wp-content/uploads/2026/05/1779266278-E585ADE79B98E6B0B4E5B8822025E5B9B4E59BBDE6B091E7BB8FE6B58EE5928CE7A4BEE4BC9AE58F91E5B195E7BB9FE8AEA1E585ACE68AA5.pdf,https://tjgb.hongheiku.com/wp-content/uploads/2026/05/1779266278-E585ADE79B98E6B0B4E5B8822025E5B9B4E59BBDE6B091E7BB8FE6B58EE5928CE7A4BEE4BC9AE58F91E5B195E7BB9FE8AEA1E585ACE68AA5.pdf,liupanshui_2025_statistical_bulletin_excerpt.txt,application/pdf,2026-04-30,city_year,1,1,4,CN-520200,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-B2-GUIZHOU-CITY-MACRO-FISCAL-2025-BIJIE,毕节市统计局公报公开转载,B2,true,市级统计公报经济财政指标精确转载,https://tjgb.hongheiku.com/wp-content/uploads/2026/05/1777602943-P020260430581712109592.pdf,https://tjgb.hongheiku.com/wp-content/uploads/2026/05/1777602943-P020260430581712109592.pdf,bijie_2025_statistical_bulletin_excerpt.txt,application/pdf,2026-04-30,city_year,1,1,4,CN-520500,2025,gdp_current_100m;gdp_real_growth_pct;general_public_expenditure_100m;general_public_revenue_100m,accepted,官方或精确公开表格摘录；行政范围为全市（州/地区），仅接入可逐项定位的数值。
SRC-A2-HONGHE-CITY-GDP-2025,红河州统计局,A2,true,官方统计数据发布页,https://www.hh.gov.cn/info/199882/1237442.htm,https://www.hh.gov.cn/info/199882/1237442.htm,honghe_2025_gdp_official.html,text/html,2026-01-27,city_year,1,1,2,CN-532500,2025,gdp_current_100m;gdp_real_growth_pct,accepted,A2红河州统计局官方数据发布页；明确为红河州全州 GDP 和按不变价格计算的同比增速；一般公共预算收入、支出沿用已登记的全州财政来源，不从本页推断。
SRC-A2-CHUZHOU-CITY-BULLETIN-2024-FISCAL,滁州市统计局,A2,true,官方统计公报（网页公开版）,http://szbk.chuzhou.cn/czrb/pc/content/202504/28/content_130308.html,http://szbk.chuzhou.cn/czrb/pc/content/202504/28/content_130308.html,chuzhou_2024_statistical_bulletin.html,text/html,2025-04-28,city_year,1,1,2,CN-341100,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,A2滁州市统计局官方统计公报公开版；财政段明确为滁州市全市一般公共预算收入和支出，不使用市本级或区县口径。
SRC-A2-WUZHONG-CITY-FISCAL-2024,吴忠市财政局,A2,true,官方财政决算说明网页,https://www.wuzhong.gov.cn/xxgk/zfxxgkml/yjsgkqk/zfysuan/2024/202509/t20250925_5037518.html,https://www.wuzhong.gov.cn/xxgk/zfxxgkml/yjsgkqk/zfysuan/2024/202509/t20250925_5037518.html,wuzhong_2024_final_budget_report.html,text/html,2025-09-25,city_year,1,1,2,CN-640300,2024,general_public_expenditure_100m;general_public_revenue_100m,accepted,"A2吴忠市财政局官方决算公开页；报告同时列示全市与市本级数，本批仅使用全市收入431,363万元和支出2,793,743万元，按万元换算为亿元，不使用市本级数。"
